IP,Name,Test_Num,Record,Record_Type,Duration,TTL,Answer_Count,Response
8.8.8.8,SYS-8.8.8.8,0,a.root-servers.net.,A,73.3039379119873,136799,1,198.41.0.4,
8.8.8.8,SYS-8.8.8.8,0,a.root-servers.net.,A,73.98104667663574,172860,1,198.41.0.4,
8.8.8.8,SYS-8.8.8.8,0,a.root-servers.net.,A,71.92802429199219,127591,1,198.41.0.4,
8.8.8.8,SYS-8.8.8.8,0,a.root-servers.net.,A,85.30497550964355,26493,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.66695785522461,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,72.00098037719727,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,101.15194320678711,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.38305282592773,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.25590324401855,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.14410591125488,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,100.64220428466797,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.73601531982422,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.27701950073242,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.39094161987305,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.26911926269531,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.18113327026367,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,72.73292541503906,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.1188850402832,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,96.75407409667969,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,100.14009475708008,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,70.87016105651855,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.80095863342285,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.11913299560547,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.30707931518555,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.11918640136719,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.65213394165039,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.32109451293945,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.21296691894531,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,101.78399085998535,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,69.78511810302734,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,73.24504852294922,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.95295524597168,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.24113082885742,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.51983261108398,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,100.1729965209961,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.77604866027832,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.54004669189453,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.28809928894043,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.1320915222168,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.56415748596191,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,102.10800170898438,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.662841796875,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,102.38194465637207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,104.9041748046875,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.9430980682373,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.0930004119873,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.75,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.96484565734863,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,96.47178649902344,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.4368839263916,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.49194717407227,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,75.46210289001465,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,101.50003433227539,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.08797264099121,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.50797271728516,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.46904945373535,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,97.62787818908691,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.11298751831055,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.41287612915039,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.06782150268555,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.25797653198242,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.35313606262207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,101.37796401977539,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,98.9987850189209,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.82489395141602,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,98.24895858764648,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,100.15201568603516,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,67.51799583435059,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.82115173339844,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.88389778137207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.74284744262695,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,115.94080924987793,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.19112586975098,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.71308708190918,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.9552059173584,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.88700675964355,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.3839225769043,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.33689308166504,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,73.94194602966309,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.23691177368164,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,105.55410385131836,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.15791320800781,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.40791130065918,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,87.89396286010742,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.36811447143555,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,102.69498825073242,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.59284973144531,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,76.51495933532715,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.82198143005371,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.91806411743164,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,75.60205459594727,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.30806541442871,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.50606536865234,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,104.60996627807617,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.12788200378418,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.8858871459961,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,107.14197158813477,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.61606025695801,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.39090919494629,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.62197875976562,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.54095840454102,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.83088493347168,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.73202514648438,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.94495391845703,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,73.98509979248047,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.63103866577148,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,74.83720779418945,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.8409309387207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.45284652709961,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.7519588470459,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,76.60818099975586,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.23590660095215,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,98.1299877166748,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.86490631103516,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,96.9688892364502,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.20600128173828,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.06706428527832,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.35196495056152,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.08116340637207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.77895164489746,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,74.6150016784668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,69.84090805053711,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.17802238464355,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.74386215209961,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.60798454284668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,98.93107414245605,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.087890625,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.41788291931152,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,97.49984741210938,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.7629566192627,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.60092544555664,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.11387825012207,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.80990409851074,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.58199691772461,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.75712013244629,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.5841121673584,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,65.86694717407227,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.4218635559082,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.76488494873047,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,69.5960521697998,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.34803581237793,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.18697929382324,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,96.59194946289062,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.75289154052734,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.34402465820312,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.55299377441406,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.14895629882812,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.83192253112793,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.0109634399414,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.78899574279785,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.8490161895752,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.68996047973633,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.20514106750488,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.42101287841797,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.45197677612305,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.14605331420898,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.42704582214355,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.48617362976074,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.37211608886719,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.35207939147949,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,107.6040267944336,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.93804931640625,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.59785652160645,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,73.2109546661377,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,70.15681266784668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,87.8291130065918,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.33094215393066,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.59508895874023,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.92810821533203,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.56597137451172,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,96.527099609375,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.02384948730469,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.26089859008789,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.79611778259277,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.71798896789551,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,75.7150650024414,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.21788024902344,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.95613861083984,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.8111801147461,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.80307388305664,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,71.57301902770996,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,94.77090835571289,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.96491813659668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.56101608276367,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.97285842895508,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.0378532409668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.81113815307617,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.26503562927246,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.43000984191895,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.85803413391113,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,69.7939395904541,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.5490550994873,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,77.3320198059082,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.2348804473877,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,84.51604843139648,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.77890014648438,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.70008659362793,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.85194969177246,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.30401229858398,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.20686149597168,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.03793716430664,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.35498237609863,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,69.97895240783691,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,90.49201011657715,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.78496360778809,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,74.07212257385254,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,102.82015800476074,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,108.6118221282959,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.75292205810547,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.61489868164062,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.76698875427246,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,88.02485466003418,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.15801620483398,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,93.5051441192627,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.93388175964355,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,104.13885116577148,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.20793914794922,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.57099914550781,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.75802230834961,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,101.48310661315918,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,103.3470630645752,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,73.43697547912598,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.65110778808594,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,91.9790267944336,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.01604270935059,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,99.55906867980957,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.75778388977051,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.40795135498047,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.64301109313965,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,68.95112991333008,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.8640251159668,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,95.32308578491211,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.71391487121582,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,108.33287239074707,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,92.20099449157715,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,82.57102966308594,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,76.48801803588867,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.87699317932129,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,106.8110466003418,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,86.5330696105957,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.82305908203125,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.57291603088379,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,80.00993728637695,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,81.5269947052002,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.86283302307129,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.8189640045166,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.6959400177002,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.71787452697754,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,65.42801856994629,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,85.04605293273926,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,89.1427993774414,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,78.96685600280762,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,83.82105827331543,518400,1,198.41.0.4,
208.67.222.222,208.67.222.222,0,a.root-servers.net.,A,79.88715171813965,518400,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,11.459112167358398,171660,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,13.560056686401367,171660,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,13.646841049194336,171660,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,13.237953186035156,171660,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,22.61805534362793,171660,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,20.0650691986084,171659,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,13.91291618347168,171659,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,14.09602165222168,171659,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,16.80302619934082,171659,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,16.913890838623047,171659,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,15.618085861206055,171658,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,17.451047897338867,171658,1,198.41.0.4,
192.168.13.2,SYS-192.168.13.2,0,a.root-servers.net.,A,16.97397232055664,171658,1,198.41.0.4,
